trend_balance,breakout_balance,trend_trades,breakout_trades,trend_win_rate,breakout_win_rate,pending_entries
1000.0,1034.79,0,3,0.0,66.67,"[('AMD', 7, 196.0399932861328), ('AMD', 7, 196.0399932861328)]"
