total_trades,win_rate,loss_rate,avg_gain_pct,avg_loss_pct,largest_gain_pct,largest_loss_pct,total_gross_pl,expectancy_pct
3,1.0,0.0,52.5803,0.0,137.8637,0.0,7440.88,52.5803
