ticker,description,coupon,par_value,maturity,redemption_date,exchange,current_price,52_week_high,52_week_low,volume,avg_volume,dividend_rate,dividend_yield,discount_to_par_pct,is_discount,range_width_pct,position_in_range_pct,current_yield_pct,coupon_pct,days_to_redemption,years_to_redemption,discount_num,yield_num,range_num
BHFAN,Brighthouse Financial Inc. 5.375% DEP PFD C,5.375,25,2058-12-31,2024-12-31,NGS,12.800000190734863,16.036213566696933,10.682456224140878,N/A,123839.44223107569,1.34,10.5,48.8,True,50.1,39.6,10.5,5.375,-460,-1.3,48.8,10.5,50.1
BHFAO,Brighthouse Financial Inc. 6.75% DP SHS PF B,6.75,25,2058-12-31,2024-12-31,NGS,16.219999313354492,20.235937956422934,13.15985181461668,N/A,70548.20717131475,1.69,10.4,35.1,True,53.8,43.2,10.4,6.75,-460,-1.3,35.1,10.4,53.8
OFS,OFS Capital Corp. 7.50% Notes due 07/31/2028,7.5,25,2028-07-31,2026-07-31,NGS,3.450000047683716,7.937609030650223,2.7200000286102295,N/A,75437.45019920319,0.68,19.71,86.2,True,191.8,14.0,19.71,7.5,117,0.3,86.2,19.71,191.8
RWAY,Runway Growth Finance Corp. 7.50% Notes Due 07/28/2027,7.5,25,2027-07-28,2024-07-28,NGS,6.889999866485596,10.211830652083002,6.579999923706055,N/A,356245.81673306774,1.37,19.88,72.4,True,55.2,8.5,19.88,7.5,-616,-1.7,72.4,19.88,55.2
