ticker,description,coupon,par_value,maturity,redemption_date,exchange,current_price,52_week_high,52_week_low,volume,avg_volume,dividend_rate,dividend_yield,discount_to_par_pct,is_discount,range_width_pct,position_in_range_pct,current_yield_pct,coupon_pct,days_to_redemption,years_to_redemption,discount_num,yield_num,range_num
JSM,Navient Corp. 6.00% Senior Notes due 12/15/2043,6.0,25,2043-12-15,2008-12-15,NGS,18.56999969482422,20.242861861467706,15.721602753157452,N/A,16967.6,N/A,N/A,25.7,True,28.8,63.0,N/A,6.0,-6334,-17.4,25.7,,28.8
NMFCZ,New Mountain Finance Corp 8.250% Notes Due 11/15/2028,8.25,25,2028-11-15,2025-11-15,NGS,25.56999969482422,25.579999923706055,23.37838870736082,N/A,12752.4,N/A,N/A,-2.3,False,9.4,99.5,N/A,8.25,-155,-0.4,-2.3,,9.4
NEWTH,NewtekOne Inc 8.625% Fixed Rate Senior Notes due 10/15/2029,8.625,25,2029-10-15,2026-10-15,NGM,25.059999465942383,25.690000534057617,24.299999237060547,N/A,9022.0,N/A,N/A,-0.2,False,5.7,54.7,N/A,8.625,179,0.5,-0.2,,5.7
NEWTI,NewtekOne Inc 8.00% Notes Due 09/1/2028,8.0,25,2028-09-01,2025-09-01,NGM,25.440000534057617,25.520000457763672,22.637910842895508,N/A,2610.0,N/A,N/A,-1.8,False,12.7,97.2,N/A,8.0,-230,-0.6,-1.8,,12.7
NEWTO,NewtekOne Inc. 8.50% Fixed Rate Senior Notes due 02/01/2031,8.5,25,2031-02-01,2028-02-01,NGM,25.260000228881836,27.899999618530273,25.0,N/A,558.0,N/A,N/A,-1.0,False,11.6,9.0,N/A,8.5,653,1.8,-1.0,,11.6
NEWTG,NewtekOne Inc. 8.50% Fixed Rate Senior Notes due 6/1/2029,8.5,25,2029-06-01,2027-06-01,NGM,25.549999237060547,25.700000762939453,22.048795021000355,N/A,5157.2,N/A,N/A,-2.2,False,16.6,95.9,N/A,8.5,408,1.1,-2.2,,16.6
NOVTU,Novanta Inc. 6.50% Tangible Equity Units,6.5,25,2028-12-31,2025-12-31,NGS,57.93000030517578,64.51000213623047,47.01651768215919,N/A,194617.27272727274,N/A,N/A,-131.7,False,37.2,62.4,N/A,6.5,-109,-0.3,-131.7,,37.2
OPIRQ,Office Properties Income Trust 6.375% Senior Notes due 6/23/2050,6.375,25,2050-06-23,2025-06-23,OTOTC,0.4000000059604645,8.141044020043607,0.010999999940395355,N/A,25922.4,N/A,N/A,98.4,True,73909.5,4.8,N/A,6.375,-300,-0.8,98.4,,73909.5
OFS,OFS Capital Corp. 7.50% Notes due 07/31/2028,7.5,25,2028-07-31,2026-07-31,NGS,4.139999866485596,7.929560660730471,2.7200000286102295,N/A,75757.2,0.68,16.37,83.4,True,191.5,27.3,16.37,7.5,103,0.3,83.4,16.37,191.5
OFSSH,OFS Capital Corp. 4.95% Notes due 10/31/2028,4.95,25,2028-10-31,2023-10-31,NGS,23.600000381469727,23.735107421875,20.966428483532916,N/A,2499.6,N/A,N/A,5.6,True,13.2,95.1,N/A,4.95,-901,-2.5,5.6,,13.2
OXLCL,Oxford Lane Capital Corp. 6.75% Notes due 03/31/2031,6.75,25,2031-03-31,2024-03-16,NGS,23.950000762939453,24.234549244724136,21.28920895831834,N/A,4858.0,N/A,N/A,4.2,True,13.8,90.3,N/A,6.75,-764,-2.1,4.2,,13.8
OXLCZ,Oxford Lane Capital Corp. 5.00% Notes due 01/31/2027,5.0,25,2027-01-31,2024-01-31,NGS,24.655000686645508,24.790000915527344,22.440977705840865,N/A,6562.8,N/A,N/A,1.4,True,10.5,94.3,N/A,5.0,-809,-2.2,1.4,,10.5
OXLCG,Oxford Lane Capital Corp. 7.95% Notes due 2032,7.95,25,2032-12-31,2030-02-28,NGS,24.940000534057617,25.092088122428017,22.08635902404785,N/A,14171.2,N/A,N/A,0.2,True,13.6,94.9,N/A,7.95,1411,3.9,0.2,,13.6
OXLCI,Oxford Lane Capital Corp. 8.75% Notes due 06/30/2030,8.75,25,2030-06-30,2028-06-30,NGS,25.469999313354492,25.56999969482422,22.967125744078476,N/A,7718.8,N/A,N/A,-1.9,False,11.3,96.2,N/A,8.75,803,2.2,-1.9,,11.3
OXSQH,Oxford Square Capital Corp 7.75% Notes due 2030,7.75,25,2030-12-31,2027-07-31,NGS,24.729999542236328,27.69761315218584,23.341095732925428,N/A,8027.325581395349,N/A,N/A,1.1,True,18.7,31.9,N/A,7.75,468,1.3,1.1,,18.7
OXSQG,Oxford Square Capital Corp. 5.50% Notes due 7/31/2028,5.5,25,2028-07-31,2024-05-31,NGS,23.799999237060547,24.049242626359813,21.477596282958984,N/A,2282.0,N/A,N/A,4.8,True,12.0,90.3,N/A,5.5,-688,-1.9,4.8,,12.0
PMTU,PennyMac Mortgage Investment Trust 8.50% Senior Notes due 9/30/2028,8.5,25,2028-09-30,2025-09-30,NYSE,25.597999572753906,25.670000076293945,22.952459525895208,N/A,4221.6,N/A,N/A,-2.4,False,11.8,97.4,N/A,8.5,-201,-0.6,-2.4,,11.8
PMTV,PennyMac Mortgage Investment Trust 9.00% Senior Notes due 2/15/2030,9.0,25,2030-02-15,2027-02-15,NYSE,25.56999969482422,25.649999618530273,23.734813737689564,N/A,22030.8,N/A,N/A,-2.3,False,8.1,95.8,N/A,9.0,302,0.8,-2.3,,8.1
PMTW,PennyMac Mortgage Investment Trust 9.00% Senior Notes due 6/15/2030,9.0,25,2030-06-15,2027-06-15,NYSE,25.479999542236328,25.90999984741211,24.780000686645508,N/A,23552.11267605634,N/A,N/A,-1.9,False,4.6,61.9,N/A,9.0,422,1.2,-1.9,,4.6
PFXNZ,PhenixFIN Corp 5.25% Senior Notes due 11/1/2028,5.25,25,2028-11-01,2023-11-01,NGM,23.81999969482422,23.93000030517578,21.54121971130371,N/A,1647.6,N/A,N/A,4.7,True,11.1,95.4,N/A,5.25,-900,-2.5,4.7,,11.1
PRHIZ,Presurance Holdings Inc 9.75% Senior Unsecured Notes due 9/30/2028,9.75,25,2028-09-30,2025-09-30,NGM,17.030000686645508,25.299999237060547,16.511262232796625,N/A,2523.8617886178863,N/A,N/A,31.9,True,53.2,5.9,N/A,9.75,-201,-0.6,31.9,,53.2
PRH,Prudential Financial Inc. 5.950% Junior Subordinated Notes due 9/1/2062,5.95,25,2062-09-01,2027-09-01,NYSE,24.079999923706055,25.373017250973685,22.670632079173917,N/A,21341.2,N/A,N/A,3.7,True,11.9,52.2,N/A,5.95,500,1.4,3.7,,11.9
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 8/15/2058,5.625,25,2058-08-15,2023-08-15,NYSE,23.350000381469727,24.474612678313612,21.463284346894078,N/A,34472.4,N/A,N/A,6.6,True,14.0,62.7,N/A,5.625,-978,-2.7,6.6,,14.0
QVCC,QVC Inc. 6.25% Senior Secured Notes due 11/26/2068,6.25,25,2068-11-26,2024-11-26,NYSE,10.100000381469727,10.699999809265137,5.740486534988731,N/A,85166.8,N/A,N/A,59.6,True,86.4,87.9,N/A,6.25,-509,-1.4,59.6,,86.4
QVCD,QVC Inc. 6.375% Senior Secured Notes due 9/13/2067,6.375,25,2067-09-13,2023-09-13,NYSE,10.100000381469727,10.720000267028809,5.745400683785049,N/A,35626.0,N/A,N/A,59.6,True,86.6,87.5,N/A,6.375,-949,-2.6,59.6,,86.6
CTBB,Qwest Corporation 6.50% Notes due 9/1/2056,6.5,25,2056-09-01,2021-09-01,NYSE,19.520000457763672,20.219999313354492,14.56939327222562,N/A,45193.6,N/A,N/A,21.9,True,38.8,87.6,N/A,6.5,-1691,-4.6,21.9,,38.8
CTDD,Qwest Corporation 6.75% Notes due 6/15/2057,6.75,25,2057-06-15,2022-06-15,NYSE,19.739999771118164,20.45967051502258,14.50378062178828,N/A,29296.4,N/A,N/A,21.0,True,41.1,87.9,N/A,6.75,-1404,-3.8,21.0,,41.1
METCZ,Ramaco Resources Inc 8.375% Senior Notes due 11/30/2029,8.375,25,2029-11-30,2026-11-30,NGS,25.100000381469727,26.0,23.18000030517578,N/A,7797.6,N/A,N/A,-0.4,False,12.2,68.1,N/A,8.375,225,0.6,-0.4,,12.2
METCI,Ramaco Resources Inc. 8.250% Senior Notes due 2030,8.25,25,2030-12-31,2027-07-31,NGS,25.06999969482422,25.145065011351242,22.123255288459625,N/A,11102.793296089385,N/A,N/A,-0.3,False,13.7,97.5,N/A,8.25,468,1.3,-0.3,,13.7
RCD,Ready Capital Corp 9.00% Senior Notes due 12/15/2029,9.0,25,2029-12-15,2026-12-15,NYSE,21.719999313354492,23.24779510498047,18.545000076293945,N/A,16687.6,N/A,N/A,13.1,True,25.4,67.5,N/A,9.0,240,0.7,13.1,,25.4
RCC,Ready Capital Corp. 5.75% Senior Notes due 2/15/2026,5.75,25,2026-02-15,2023-02-15,NYSE,25.040000915527344,25.05500030517578,22.95195770263672,N/A,11298.550724637682,N/A,N/A,-0.2,False,9.2,99.3,N/A,5.75,-1159,-3.2,-0.2,,9.2
RCB,Ready Capital Corp. 6.20% Senior Notes due 7/30/2026,6.2,25,2026-07-30,2022-07-30,NYSE,25.329999923706055,25.332000732421875,22.132158279418945,N/A,7224.4,N/A,N/A,-1.3,False,14.5,99.9,N/A,6.2,-1359,-3.7,-1.3,,14.5
RWTQ,Redwood Trust Inc 9.50% Senior Notes due 12/1/2030,9.5,25,2030-12-01,2027-12-01,NYSE,24.420000076293945,26.299999237060547,23.100000381469727,N/A,36325.510204081635,N/A,N/A,2.3,True,13.9,41.3,N/A,9.5,591,1.6,2.3,,13.9
RWTO,Redwood Trust Inc 9.00% Senior Notes Due 09/01/2029,9.0,25,2029-09-01,2026-09-01,NYSE,25.1200008392334,26.0,23.360000610351562,N/A,8657.2,N/A,N/A,-0.5,False,11.3,66.7,N/A,9.0,135,0.4,-0.5,,11.3
RWTN,Redwood Trust Inc 9.125% Senior Notes due 3/1/2029,9.125,25,2029-03-01,2026-03-01,NYSE,25.049999237060547,25.290000915527344,22.199056210551323,N/A,7121.6,N/A,N/A,-0.2,False,13.9,92.2,N/A,9.125,-49,-0.1,-0.2,,13.9
RWTP,Redwood Trust Inc 9.125% Senior Notes due 3/1/2030,9.125,25,2030-03-01,2027-03-01,NYSE,24.75,25.889999389648438,22.950000762939453,N/A,12254.4,N/A,N/A,1.0,True,12.8,61.2,N/A,9.125,316,0.9,1.0,,12.8
RZB,Reinsurance Group of America 5.75% Fixed/Float Sub Debentures due 6/15/2056,5.75,25,2056-06-15,2026-06-15,NYSE,25.149999618530273,25.29800033569336,23.22262334134868,N/A,71841.2,N/A,N/A,-0.6,False,8.9,92.9,N/A,5.75,57,0.2,-0.6,,8.9
RZC,Reinsurance Group of America Reset Rate Sub Debentures due 10/15/2052,7.0,25,2052-10-15,2027-10-15,NYSE,25.329999923706055,25.520000457763672,23.39864046927793,N/A,49867.6,N/A,N/A,-1.3,False,9.1,91.0,N/A,7.0,544,1.5,-1.3,,9.1
RWAY,Runway Growth Finance Corp. 7.50% Notes Due 07/28/2027,7.5,25,2027-07-28,2024-07-28,NGS,6.769999980926514,10.211830652083002,6.369999885559082,N/A,370393.6,1.37,20.24,72.9,True,60.3,10.4,20.24,7.5,-630,-1.7,72.9,20.24,60.3
RWAYZ,Runway Growth Finance Corp. 8.00% Notes Due 12/31/2027,8.0,25,2027-12-31,2024-12-31,NGS,24.989999771118164,25.09000015258789,23.0138707197391,N/A,6313.698630136986,N/A,N/A,0.0,True,9.0,95.2,N/A,8.0,-474,-1.3,0.0,,9.0
SCCD,Sachem Capital Corp. 6.00% Notes due 12/30/2026,6.0,25,2026-12-30,2023-12-20,AMEX,24.5,24.75,19.622570226823367,N/A,4454.0,N/A,N/A,2.0,True,26.1,95.1,N/A,6.0,-851,-2.3,2.0,,26.1
SCCC,Sachem Capital Corp. 7.75% Notes due 9/30/2025,7.75,25,2025-09-30,2022-09-04,AMEX,24.989999771118164,25.010000228881836,23.570565022484125,N/A,4600.0,N/A,N/A,0.0,True,6.1,98.6,N/A,7.75,-1323,-3.6,0.0,,6.1
SCCE,Sachem Capital Corp. 6.00% Notes due 03/30/2027,6.0,25,2027-03-30,2024-03-09,AMEX,23.8799991607666,24.68000030517578,17.907132366377578,N/A,4436.0,N/A,N/A,4.5,True,37.8,88.2,N/A,6.0,-771,-2.1,4.5,,37.8
SCCB,Sachem Capital Corp. 7.125% Notes due 6/30/2024,7.125,25,2024-06-30,2021-06-30,AMEX,24.979999542236328,24.979999542236328,24.979999542236328,N/A,466.0,N/A,N/A,0.1,True,0.0,,N/A,7.125,-1754,-4.8,0.1,,0.0
SCCG,Sachem Capital Corp. 8.00% Notes due 09/30/2027,8.0,25,2027-09-30,2024-08-23,AMEX,23.760000228881836,24.15999984741211,15.664562554523544,N/A,3581.2,N/A,N/A,5.0,True,54.2,95.3,N/A,8.0,-604,-1.7,5.0,,54.2
SAV,Saratoga Investment Corp 6.00% Notes due 4/30/2027,6.0,25,2027-04-30,2024-04-27,NYSE,25.270000457763672,25.549999237060547,24.950000762939453,N/A,30202.17391304348,N/A,N/A,-1.1,False,2.4,53.3,N/A,6.0,-722,-2.0,-1.1,,2.4
SAR,Saratoga Investment Corp 7.50% Notes due 2/6/2031,7.5,25,2031-02-06,2028-02-06,NYSE,23.3700008392334,23.595711322640376,19.58156835876497,N/A,118400.4,3.0,12.84,6.5,True,20.5,94.4,12.84,7.5,658,1.8,6.5,12.84,20.5
SREA,Sempra Energy 5.75% Junior Subordinated Notes due 7/01/2079,5.75,25,2079-07-01,2024-10-01,NYSE,21.969999313354492,22.890428789907684,18.844828372318442,N/A,56099.6,N/A,N/A,12.1,True,21.5,77.2,N/A,5.75,-565,-1.5,12.1,,21.5
SOJD,Southern Co. Series 2020A 4.95% Junior Subordinated Notes due 1/30/2080,4.95,25,2080-01-30,2025-01-30,NYSE,20.40999984741211,21.746681309701575,18.416144110990672,N/A,94282.4,N/A,N/A,18.4,True,18.1,59.9,N/A,4.95,-444,-1.2,18.4,,18.1
SOJE,Southern Co. Series 2020C 4.20% Junior Subordinated Notes due 10/15/2060,4.2,25,2060-10-15,2025-10-15,NYSE,17.399999618530273,18.894927651868418,16.025831524627044,N/A,59478.8,N/A,N/A,30.4,True,17.9,47.9,N/A,4.2,-186,-0.5,30.4,,17.9
SOJF,Southern Co. Series 2025A 6.50% Junior Subordinated Notes due 3/15/2085,6.5,25,2085-03-15,2030-03-15,NYSE,25.329999923706055,25.738970421085867,23.683055338694032,N/A,52942.0,N/A,N/A,-1.3,False,8.7,80.1,N/A,6.5,1426,3.9,-1.3,,8.7
SOJC,Southern Co. 5.25% Series 2017B Junior Subordinated Notes due 12/1/2077,5.25,25,2077-12-01,2022-12-01,NYSE,21.670000076293945,23.338573668874186,19.946813510085178,N/A,26319.6,N/A,N/A,13.3,True,17.0,50.8,N/A,5.25,-1235,-3.4,13.3,,17.0
SRJN,Spire Inc. 6.375% Junior Subordinated Notes due 2086,6.375,25,2086-12-31,2030-12-31,NYSE,25.09000015258789,25.43000030517578,23.959999084472656,N/A,68203.1746031746,N/A,N/A,-0.4,False,6.1,76.9,N/A,6.375,1717,4.7,-0.4,,6.1
SF,Stifel Financial Corp. 5.20% Senior Notes due 10/15/2047,5.2,25,2047-10-15,2022-10-15,NYSE,82.31999969482422,89.41422842178926,53.560219185559795,N/A,1237393.6,1.26,1.53,-229.3,False,66.9,80.2,1.53,5.2,-1282,-3.5,-229.3,1.53,66.9
SSSSL,Sutter Rock Capital Corp 6.00% Notes due 12/30/2026,6.0,25,2026-12-30,2024-12-30,NCM,25.025999069213867,25.350000381469727,22.91504669189453,N/A,3946.0,N/A,N/A,-0.1,False,10.6,86.7,N/A,6.0,-475,-1.3,-0.1,,10.6
SWKHL,SWK Holdings Corp 9.00% Senior Notes due 01/31/2027,9.0,25,2027-01-31,2024-01-31,NGM,25.3700008392334,25.600000381469727,23.077360015392607,N/A,2872.4,N/A,N/A,-1.5,False,10.9,90.9,N/A,9.0,-809,-2.2,-1.5,,10.9
TVE,Tennessee Valley Authority Reset Rate Series A PARRS Power Bonds due 5/1/2029,7.0,25,2029-05-01,2024-05-01,NYSE,24.18000030517578,24.690000534057617,22.464858031277704,N/A,17278.4,N/A,N/A,3.3,True,9.9,77.1,N/A,7.0,-718,-2.0,3.3,,9.9
TVC,Tennessee Valley Authority Reset Rate Series D PARRS Power Bonds due 6/1/2028,7.0,25,2028-06-01,2023-06-01,NYSE,24.309999465942383,24.530000686645508,22.64197290820619,N/A,19429.6,N/A,N/A,2.8,True,8.3,88.3,N/A,7.0,-1053,-2.9,2.8,,8.3
TFSA,Terra Income Fund 6 Inc. 7.00% Notes Due 3/31/2026,7.0,25,2026-03-31,2023-02-10,NYSE,15.25,26.09363528715032,9.25,N/A,1580.168776371308,N/A,N/A,39.0,True,182.1,35.6,N/A,7.0,-1164,-3.2,39.0,,182.1
TMUSI,T-Mobile US 5.50% Senior Notes due 9/1/2070,5.5,25,2070-09-01,2025-09-01,NGS,22.25,24.799999237060547,21.1299991607666,N/A,56761.36363636364,N/A,N/A,11.0,True,17.4,30.5,N/A,5.5,-230,-0.6,11.0,,17.4
TMUSZ,T-Mobile US Inc. 5.50% Senior Notes due 3/1/2070,5.5,25,2070-03-01,2025-03-01,NGS,22.200000762939453,23.940000534057617,21.0,N/A,62709.65909090909,N/A,N/A,11.2,True,14.0,40.8,N/A,5.5,-414,-1.1,11.2,,14.0
TMUSL,T-Mobile US Inc. 6.25% Senior Notes due 9/1/2069,6.25,25,2069-09-01,2024-09-01,NGS,24.959999084472656,26.5,23.559999465942383,N/A,100453.40909090909,N/A,N/A,0.2,True,12.5,47.6,N/A,6.25,-595,-1.6,0.2,,12.5
TPGXL,TPG Operating Group II L.P. 6.95% Junior Subordinated Notes due 3/15/2064,6.95,25,2064-03-15,2029-03-15,NGS,25.139999389648438,25.35941406480823,21.94973092379932,N/A,18975.2,N/A,N/A,-0.6,False,15.5,93.6,N/A,6.95,1061,2.9,-0.6,,15.5
TRINZ,Trinity Capital Inc. 7.875% Notes Due 03/30/2029,7.875,25,2029-03-30,2026-03-30,NGS,25.34000015258789,25.389999389648438,22.99938183628752,N/A,12201.2,N/A,N/A,-1.4,False,10.4,97.9,N/A,7.875,-20,-0.1,-1.4,,10.4
TRINI,Trinity Capital Inc. 7.875% Notes Due 9/30/2029,7.875,25,2029-09-30,2026-09-30,NGS,25.219999313354492,25.329999923706055,23.102556289972682,N/A,12256.4,N/A,N/A,-0.9,False,9.6,95.1,N/A,7.875,164,0.4,-0.9,,9.6
TWOD,Two Harbors Investment Corp 9.375% Senior Notes due 8/15/2030,9.375,25,2030-08-15,2027-05-15,NYSE,25.75,26.190000534057617,25.049999237060547,N/A,29646.320346320346,N/A,N/A,-3.0,False,4.6,61.4,N/A,9.375,391,1.1,-3.0,,4.6
UNMA,Unum Group 6.25% Junior Subordinated Notes due 6/15/2058,6.25,25,2058-06-15,2023-06-15,NYSE,23.700000762939453,23.89541123379452,21.60486020324842,N/A,19564.4,N/A,N/A,5.2,True,10.6,91.5,N/A,6.25,-1039,-2.8,5.2,,10.6
WHLRL,Wheeler Real Estate Investment Trust Senior Sub Convertible Notes Due 2031,7.0,25,2031-12-31,2024-01-01,NCM,80.01000213623047,170.4600067138672,78.0,N/A,3519.1714285714284,N/A,N/A,-220.0,False,118.5,2.2,N/A,7.0,-839,-2.3,-220.0,,118.5
WHFCL,WhiteHorse Finance Inc. 7.875% Notes Due 09/15/2028,7.875,25,2028-09-15,2025-09-15,NGS,25.270000457763672,25.459999084472656,23.20042878937605,N/A,2817.2,N/A,N/A,-1.1,False,9.7,91.6,N/A,7.875,-216,-0.6,-1.1,,9.7
