ticker,entry_date,entry_price,shares,highest_price,trailing_stop,entry_score,leverage
GGLL,2026-05-04,135.55999755859375,18,146.02999877929688,128.50639892578124,10.855300000000002,1.5
DRAM,2026-05-05,46.290000915527344,108,48.68000030517578,42.838400268554686,6.14444,1.0
