sector,ticker,direction,entry_date,entry_price,shares,highest_price,stop_pct,trailing_stop,entry_signal,entry_strength
Biotechnology,LABU,long,2026-06-18,211.2,25,308.94,0.1,278.046,Strong Bull,7.0
