total_trades,win_rate_pct,loss_rate_pct,average_gain_pct,average_loss_pct,largest_gain_pct,largest_loss_pct,total_return_pct,max_drawdown_pct,expectancy_per_trade_pct,gross_profit_dollars,gross_loss_dollars,total_margin_interest_dollars,net_profit_dollars
2,100.0,0.0,38.8885,0.0,59.6447,18.1323,77.777,0.0,38.8885,2325.77,0.0,6.19,2319.58
